name,bitdepth,rmse,psnr,compressed_size,bpp,compression_ratio,ssim
I0_q10_rec,16,2.2373,89.33,67103,1.7518,9.13,
I0_q30_rec,16,4.2758,83.71,27452,0.7167,22.33,
I0_q60_rec,16,6.6731,79.84,16128,0.421,38.0,
I100_q10_rec,16,922.5051,37.03,51179,1.5619,10.24,
I100_q30_rec,16,922.5097,37.03,28906,0.8821,18.14,
I100_q60_rec,16,922.5196,37.03,21677,0.6615,24.19,
I101_q10_rec,16,922.505,37.03,46418,1.4166,11.29,
I101_q30_rec,16,922.509,37.03,27173,0.8293,19.29,
I101_q60_rec,16,922.518,37.03,20829,0.6357,25.17,
I102_q10_rec,16,922.505,37.03,45148,1.3778,11.61,
I102_q30_rec,16,922.5088,37.03,26580,0.8112,19.72,
I102_q60_rec,16,922.5176,37.03,20494,0.6254,25.58,
I103_q10_rec,16,2.5446,88.22,180611,5.5118,2.9,
I103_q30_rec,16,6.7132,79.79,107219,3.2721,4.89,
I103_q60_rec,16,12.1133,74.66,76005,2.3195,6.9,
I104_q10_rec,16,0.9028,97.22,8158,0.249,64.27,
I104_q30_rec,16,1.598,92.26,1752,0.0535,299.25,
I104_q60_rec,16,2.1033,89.87,720,0.022,728.18,
I105_q10_rec,16,0.9443,96.83,9276,0.2831,56.52,
I105_q30_rec,16,1.6985,91.73,2226,0.0679,235.53,
I105_q60_rec,16,2.2607,89.24,970,0.0296,540.5,
I106_q10_rec,16,0.9816,96.49,10301,0.3144,50.9,
I106_q30_rec,16,1.7805,91.32,2523,0.077,207.8,
I106_q60_rec,16,2.3668,88.85,1155,0.0352,453.93,
I107_q10_rec,16,1.0165,96.19,11225,0.3426,46.71,
I107_q30_rec,16,1.8645,90.92,2874,0.0877,182.42,
I107_q60_rec,16,2.4935,88.39,1412,0.0431,371.31,
I108_q10_rec,16,1.0483,95.92,12169,0.3714,43.08,
I108_q30_rec,16,1.9379,90.58,3312,0.1011,158.3,
I108_q60_rec,16,2.6525,87.86,1666,0.0508,314.7,
I109_q10_rec,16,1.0799,95.66,12906,0.3939,40.62,
I109_q30_rec,16,1.9937,90.34,3613,0.1103,145.11,
I109_q60_rec,16,2.7263,87.62,1807,0.0551,290.14,
I10_q10_rec,16,922.5059,37.03,100946,3.0806,5.19,
I10_q30_rec,16,922.5165,37.03,60518,1.8469,8.66,
I10_q60_rec,16,922.5405,37.03,43171,1.3175,12.14,
I110_q10_rec,16,1.1069,95.45,13816,0.4216,37.95,
I110_q30_rec,16,2.0549,90.07,3975,0.1213,131.9,
I110_q60_rec,16,2.8587,87.21,2043,0.0623,256.63,
I111_q10_rec,16,1.1381,95.21,15095,0.4607,34.73,
I111_q30_rec,16,2.1285,89.77,4459,0.1361,117.58,
I111_q60_rec,16,2.9864,86.83,2388,0.0729,219.55,
I112_q10_rec,16,1.1627,95.02,15909,0.4855,32.96,
I112_q30_rec,16,2.1855,89.54,4765,0.1454,110.03,
I112_q60_rec,16,3.0975,86.51,2610,0.0797,200.88,
I113_q10_rec,16,1.186,94.85,16787,0.5123,31.23,
I113_q30_rec,16,2.253,89.27,5368,0.1638,97.67,
I113_q60_rec,16,3.204,86.22,3023,0.0923,173.43,
I114_q10_rec,16,1.2163,94.63,18749,0.5722,27.96,
I114_q30_rec,16,2.3296,88.98,6416,0.1958,81.72,
I114_q60_rec,16,3.3489,85.83,3572,0.109,146.78,
I115_q10_rec,16,1.2416,94.45,20262,0.6183,25.88,
I115_q30_rec,16,2.4252,88.63,7200,0.2197,72.82,
I115_q60_rec,16,3.5434,85.34,4236,0.1293,123.77,
I116_q10_rec,16,1.2661,94.28,21195,0.6468,24.74,
I116_q30_rec,16,2.4766,88.45,7731,0.2359,67.82,
I116_q60_rec,16,3.6413,85.1,4518,0.1379,116.04,
I117_q10_rec,16,1.2864,94.14,22979,0.7013,22.82,
I117_q30_rec,16,2.5403,88.23,8859,0.2704,59.18,
I117_q60_rec,16,3.8327,84.66,5471,0.167,95.83,
I118_q10_rec,16,1.3228,93.9,26066,0.7955,20.11,
I118_q30_rec,16,2.7016,87.7,11048,0.3372,47.46,
I118_q60_rec,16,4.1223,84.03,6773,0.2067,77.41,
I119_q10_rec,16,1.3535,93.7,29421,0.8979,17.82,
I119_q30_rec,16,2.8422,87.26,13321,0.4065,39.36,
I119_q60_rec,16,4.4491,83.36,8615,0.2629,60.86,
I11_q10_rec,16,922.5059,37.03,96911,2.9575,5.41,
I11_q30_rec,16,922.5161,37.03,57322,1.7493,9.15,
I11_q60_rec,16,922.5386,37.03,40647,1.2404,12.9,
I120_q10_rec,16,1.3851,93.5,33013,1.0075,15.88,
I120_q30_rec,16,2.9694,86.88,15811,0.4825,33.16,
I120_q60_rec,16,4.7265,82.84,10477,0.3197,50.04,
I121_q10_rec,16,1.4119,93.33,36022,1.0993,14.55,
I121_q30_rec,16,3.0833,86.55,18081,0.5518,29.0,
I121_q60_rec,16,5.0151,82.32,12275,0.3746,42.71,
I122_q10_rec,16,1.4389,93.17,38301,1.1689,13.69,
I122_q30_rec,16,3.1471,86.37,19541,0.5963,26.83,
I122_q60_rec,16,5.1784,82.05,13339,0.4071,39.3,
I123_q10_rec,16,1.4637,93.02,40768,1.2441,12.86,
I123_q30_rec,16,3.2562,86.08,21298,0.65,24.62,
I123_q60_rec,16,5.3871,81.7,14712,0.449,35.64,
I124_q10_rec,16,1.4752,92.95,42946,1.3106,12.21,
I124_q30_rec,16,3.3054,85.94,22891,0.6986,22.9,
I124_q60_rec,16,5.5422,81.46,15833,0.4832,33.11,
I125_q10_rec,16,1.492,92.85,44229,1.3498,11.85,
I125_q30_rec,16,3.3646,85.79,23722,0.7239,22.1,
I125_q60_rec,16,5.6117,81.35,16344,0.4988,32.08,
I126_q10_rec,16,1.5145,92.72,45131,1.3773,11.62,
I126_q30_rec,16,3.4007,85.7,24429,0.7455,21.46,
I126_q60_rec,16,5.7072,81.2,16710,0.5099,31.38,
I127_q10_rec,16,1.5302,92.63,46834,1.4293,11.19,
I127_q30_rec,16,3.4586,85.55,25321,0.7727,20.71,
I127_q60_rec,16,5.8003,81.06,17477,0.5334,30.0,
I128_q10_rec,16,1.5344,92.61,48115,1.4684,10.9,
I128_q30_rec,16,3.4975,85.45,26223,0.8003,19.99,
I128_q60_rec,16,5.8695,80.96,18198,0.5554,28.81,
I129_q10_rec,16,1.5551,92.49,50075,1.5282,10.47,
I129_q30_rec,16,3.5717,85.27,27728,0.8462,18.91,
I129_q60_rec,16,6.0105,80.75,19074,0.5821,27.49,
I12_q10_rec,16,922.5058,37.03,91881,2.804,5.71,
I12_q30_rec,16,922.5156,37.03,53619,1.6363,9.78,
I12_q60_rec,16,922.5362,37.03,37942,1.1579,13.82,
I130_q10_rec,16,1.5717,92.4,51406,1.5688,10.2,
I130_q30_rec,16,3.62,85.16,28691,0.8756,18.27,
I130_q60_rec,16,6.1376,80.57,19904,0.6074,26.34,
I131_q10_rec,16,1.5871,92.32,53035,1.6185,9.89,
I131_q30_rec,16,3.6586,85.06,29622,0.904,17.7,
I131_q60_rec,16,6.1954,80.49,20609,0.6289,25.44,
I132_q10_rec,16,1.602,92.24,54177,1.6534,9.68,
I132_q30_rec,16,3.6937,84.98,30521,0.9314,17.18,
I132_q60_rec,16,6.2452,80.42,21169,0.646,24.77,
I133_q10_rec,16,1.6019,92.24,54681,1.6687,9.59,
I133_q30_rec,16,3.7124,84.94,30836,0.941,17.0,
I133_q60_rec,16,6.3053,80.34,21343,0.6513,24.56,
I134_q10_rec,16,1.6073,92.21,54906,1.6756,9.55,
I134_q30_rec,16,3.7258,84.91,30817,0.9405,17.01,
I134_q60_rec,16,6.3342,80.3,21343,0.6513,24.56,
I135_q10_rec,16,1.6159,92.16,54891,1.6751,9.55,
I135_q30_rec,16,3.7207,84.92,30664,0.9358,17.1,
I135_q60_rec,16,6.3381,80.29,21173,0.6461,24.76,
I136_q10_rec,16,1.6189,92.15,54012,1.6483,9.71,
I136_q30_rec,16,3.7063,84.95,30084,0.9181,17.43,
I136_q60_rec,16,6.2543,80.41,20674,0.6309,25.36,
I137_q10_rec,16,1.6195,92.14,54404,1.6603,9.64,
I137_q30_rec,16,3.719,84.92,30027,0.9164,17.46,
I137_q60_rec,16,6.2802,80.37,20684,0.6312,25.35,
I138_q10_rec,16,1.6205,92.14,54357,1.6588,9.65,
I138_q30_rec,16,3.6971,84.97,29979,0.9149,17.49,
I138_q60_rec,16,6.2649,80.39,20636,0.6298,25.41,
I139_q10_rec,16,1.6325,92.07,54681,1.6687,9.59,
I139_q30_rec,16,3.7386,84.88,29956,0.9142,17.5,
I139_q60_rec,16,6.2543,80.41,20453,0.6242,25.63,
I13_q10_rec,16,922.5058,37.03,89897,2.7434,5.83,
I13_q30_rec,16,922.5153,37.03,51809,1.5811,10.12,
I13_q60_rec,16,922.5354,37.03,36721,1.1206,14.28,
I140_q10_rec,16,1.6352,92.06,54583,1.6657,9.61,
I140_q30_rec,16,3.7287,84.9,29911,0.9128,17.53,
I140_q60_rec,16,6.2556,80.4,20392,0.6223,25.71,
I141_q10_rec,16,1.6411,92.03,54930,1.6763,9.54,
I141_q30_rec,16,3.7702,84.8,30289,0.9243,17.31,
I141_q60_rec,16,6.3014,80.34,20472,0.6248,25.61,
I142_q10_rec,16,1.6514,91.97,56138,1.7132,9.34,
I142_q30_rec,16,3.7782,84.78,30819,0.9405,17.01,
I142_q60_rec,16,6.352,80.27,20983,0.6404,24.99,
I143_q10_rec,16,1.6551,91.95,56504,1.7244,9.28,
I143_q30_rec,16,3.8033,84.73,30993,0.9458,16.92,
I143_q60_rec,16,6.3713,80.24,21023,0.6416,24.94,
I144_q10_rec,16,1.6618,91.92,57550,1.7563,9.11,
I144_q30_rec,16,3.8351,84.65,31769,0.9695,16.5,
I144_q60_rec,16,6.47,80.11,21635,0.6602,24.23,
I145_q10_rec,16,1.6785,91.83,58578,1.7877,8.95,
I145_q30_rec,16,3.8722,84.57,32630,0.9958,16.07,
I145_q60_rec,16,6.506,80.06,21909,0.6686,23.93,
I146_q10_rec,16,1.6925,91.76,60396,1.8431,8.68,
I146_q30_rec,16,3.9256,84.45,33716,1.0289,15.55,
I146_q60_rec,16,6.6105,79.92,22694,0.6926,23.1,
I147_q10_rec,16,1.6971,91.74,60720,1.853,8.63,
I147_q30_rec,16,3.9311,84.44,33898,1.0345,15.47,
I147_q60_rec,16,6.6744,79.84,23057,0.7036,22.74,
I148_q10_rec,16,1.6949,91.75,60329,1.8411,8.69,
I148_q30_rec,16,3.9362,84.43,33397,1.0192,15.7,
I148_q60_rec,16,6.5935,79.95,22645,0.6911,23.15,
I149_q10_rec,16,1.691,91.77,59855,1.8266,8.76,
I149_q30_rec,16,3.9059,84.49,33305,1.0164,15.74,
I149_q60_rec,16,6.6008,79.94,22438,0.6848,23.37,
I14_q10_rec,16,922.5058,37.03,91815,2.802,5.71,
I14_q30_rec,16,922.5155,37.03,52731,1.6092,9.94,
I14_q60_rec,16,922.5362,37.03,37310,1.1386,14.05,
I150_q10_rec,16,1.6931,91.76,59872,1.8271,8.76,
I150_q30_rec,16,3.9258,84.45,33275,1.0155,15.76,
I150_q60_rec,16,6.583,79.96,22369,0.6826,23.44,
I151_q10_rec,16,1.6922,91.76,60058,1.8328,8.73,
I151_q30_rec,16,3.9203,84.46,33303,1.0163,15.74,
I151_q60_rec,16,6.576,79.97,22454,0.6852,23.35,
I152_q10_rec,16,1.7011,91.72,60813,1.8559,8.62,
I152_q30_rec,16,3.9615,84.37,33914,1.035,15.46,
I152_q60_rec,16,6.6671,79.85,22813,0.6962,22.98,
I153_q10_rec,16,1.7054,91.69,61104,1.8647,8.58,
I153_q30_rec,16,3.9622,84.37,33765,1.0304,15.53,
I153_q60_rec,16,6.6555,79.87,22813,0.6962,22.98,
I154_q10_rec,16,1.7094,91.67,61310,1.871,8.55,
I154_q30_rec,16,3.971,84.35,33937,1.0357,15.45,
I154_q60_rec,16,6.6783,79.84,22728,0.6936,23.07,
I155_q10_rec,16,1.711,91.66,61266,1.8697,8.56,
I155_q30_rec,16,3.9691,84.36,34075,1.0399,15.39,
I155_q60_rec,16,6.6707,79.85,22977,0.7012,22.82,
I156_q10_rec,16,1.708,91.68,60647,1.8508,8.64,
I156_q30_rec,16,3.9448,84.41,33660,1.0272,15.58,
I156_q60_rec,16,6.6603,79.86,22535,0.6877,23.27,
I157_q10_rec,16,1.7018,91.71,60479,1.8457,8.67,
I157_q30_rec,16,3.9472,84.4,33277,1.0155,15.76,
I157_q60_rec,16,6.6153,79.92,22257,0.6792,23.56,
I158_q10_rec,16,1.698,91.73,59900,1.828,8.75,
I158_q30_rec,16,3.9362,84.43,33049,1.0086,15.86,
I158_q60_rec,16,6.5603,79.99,21981,0.6708,23.85,
I159_q10_rec,16,1.7023,91.71,60101,1.8341,8.72,
I159_q30_rec,16,3.9433,84.41,33058,1.0089,15.86,
I159_q60_rec,16,6.6045,79.93,22042,0.6727,23.79,
I15_q10_rec,16,922.5058,37.03,91774,2.8007,5.71,
I15_q30_rec,16,922.5156,37.03,52801,1.6114,9.93,
I15_q60_rec,16,922.5362,37.03,37466,1.1434,13.99,
I160_q10_rec,16,1.7074,91.68,60993,1.8614,8.6,
I160_q30_rec,16,3.9752,84.34,33472,1.0215,15.66,
I160_q60_rec,16,6.6398,79.89,22390,0.6833,23.42,
I161_q10_rec,16,1.7131,91.65,61404,1.8739,8.54,
I161_q30_rec,16,3.9847,84.32,33981,1.037,15.43,
I161_q60_rec,16,6.6642,79.85,22681,0.6922,23.12,
I162_q10_rec,16,1.7108,91.67,61270,1.8698,8.56,
I162_q30_rec,16,3.9695,84.35,33866,1.0335,15.48,
I162_q60_rec,16,6.6646,79.85,22558,0.6884,23.24,
I163_q10_rec,16,1.7047,91.7,60827,1.8563,8.62,
I163_q30_rec,16,3.9569,84.38,33606,1.0256,15.6,
I163_q60_rec,16,6.6294,79.9,22407,0.6838,23.4,
I164_q10_rec,16,1.7083,91.68,61250,1.8692,8.56,
I164_q30_rec,16,3.9761,84.34,33938,1.0357,15.45,
I164_q60_rec,16,6.6525,79.87,22689,0.6924,23.11,
I165_q10_rec,16,1.7095,91.67,61606,1.8801,8.51,
I165_q30_rec,16,3.9864,84.32,34149,1.0421,15.35,
I165_q60_rec,16,6.6536,79.87,22788,0.6954,23.01,
I166_q10_rec,16,1.7242,91.6,63375,1.9341,8.27,
I166_q30_rec,16,4.0344,84.21,35449,1.0818,14.79,
I166_q60_rec,16,6.7792,79.71,23667,0.7223,22.15,
I167_q10_rec,16,1.7284,91.58,64206,1.9594,8.17,
I167_q30_rec,16,4.0472,84.19,36043,1.0999,14.55,
I167_q60_rec,16,6.8195,79.65,24256,0.7402,21.61,
I168_q10_rec,16,1.7291,91.57,64662,1.9733,8.11,
I168_q30_rec,16,4.0744,84.13,36413,1.1112,14.4,
I168_q60_rec,16,6.8305,79.64,24579,0.7501,21.33,
I169_q10_rec,16,1.7344,91.55,64791,1.9773,8.09,
I169_q30_rec,16,4.0612,84.16,36503,1.114,14.36,
I169_q60_rec,16,6.8846,79.57,24534,0.7487,21.37,
I16_q10_rec,16,922.5058,37.03,91972,2.8068,5.7,
I16_q30_rec,16,922.5156,37.03,53040,1.6187,9.88,
I16_q60_rec,16,922.536,37.03,37746,1.1519,13.89,
I170_q10_rec,16,1.7302,91.57,64889,1.9803,8.08,
I170_q30_rec,16,4.0718,84.13,36448,1.1123,14.38,
I170_q60_rec,16,6.8678,79.59,24664,0.7527,21.26,
I171_q10_rec,16,1.7397,91.52,65692,2.0048,7.98,
I171_q30_rec,16,4.0937,84.09,37163,1.1341,14.11,
I171_q60_rec,16,6.9256,79.52,25234,0.7701,20.78,
I172_q10_rec,16,1.7351,91.54,65871,2.0102,7.96,
I172_q30_rec,16,4.0846,84.11,37534,1.1454,13.97,
I172_q60_rec,16,6.9643,79.47,25582,0.7807,20.49,
I173_q10_rec,16,1.7386,91.53,65839,2.0092,7.96,
I173_q30_rec,16,4.1022,84.07,37555,1.1461,13.96,
I173_q60_rec,16,6.9548,79.48,25575,0.7805,20.5,
I174_q10_rec,16,1.7222,91.61,64500,1.9684,8.13,
I174_q30_rec,16,4.0408,84.2,36430,1.1118,14.39,
I174_q60_rec,16,6.8508,79.61,24847,0.7583,21.1,
I175_q10_rec,16,1.713,91.65,62567,1.9094,8.38,
I175_q30_rec,16,3.9974,84.29,34986,1.0677,14.99,
I175_q60_rec,16,6.7525,79.74,23613,0.7206,22.2,
I176_q10_rec,16,1.699,91.73,60465,1.8452,8.67,
I176_q30_rec,16,3.944,84.41,33289,1.0159,15.75,
I176_q60_rec,16,6.569,79.98,22297,0.6805,23.51,
I177_q10_rec,16,1.6877,91.78,59324,1.8104,8.84,
I177_q30_rec,16,3.9108,84.48,32425,0.9895,16.17,
I177_q60_rec,16,6.5215,80.04,21467,0.6551,24.42,
I178_q10_rec,16,1.6818,91.81,58092,1.7728,9.03,
I178_q30_rec,16,3.8863,84.54,31615,0.9648,16.58,
I178_q60_rec,16,6.417,80.18,20811,0.6351,25.19,
I179_q10_rec,16,1.6768,91.84,57729,1.7617,9.08,
I179_q30_rec,16,3.8648,84.59,31220,0.9528,16.79,
I179_q60_rec,16,6.4064,80.2,20580,0.6281,25.48,
I17_q10_rec,16,922.5059,37.03,91220,2.7838,5.75,
I17_q30_rec,16,922.5155,37.03,52548,1.6036,9.98,
I17_q60_rec,16,922.5356,37.03,37291,1.138,14.06,
I180_q10_rec,16,1.6782,91.83,57523,1.7555,9.11,
I180_q30_rec,16,3.8629,84.59,31014,0.9465,16.9,
I180_q60_rec,16,6.412,80.19,20543,0.6269,25.52,
I181_q10_rec,16,1.6696,91.88,56703,1.7304,9.25,
I181_q30_rec,16,3.838,84.65,30649,0.9353,17.11,
I181_q60_rec,16,6.3461,80.28,20101,0.6134,26.08,
I182_q10_rec,16,1.6685,91.88,56205,1.7152,9.33,
I182_q30_rec,16,3.8143,84.7,30309,0.925,17.3,
I182_q60_rec,16,6.3439,80.28,20027,0.6112,26.18,
I183_q10_rec,16,1.6687,91.88,56403,1.7213,9.3,
I183_q30_rec,16,3.8468,84.63,30508,0.931,17.19,
I183_q60_rec,16,6.3735,80.24,20055,0.612,26.14,
I184_q10_rec,16,1.6664,91.89,56779,1.7328,9.23,
I184_q30_rec,16,3.8423,84.64,30841,0.9412,17.0,
I184_q60_rec,16,6.3979,80.21,20275,0.6187,25.86,
I185_q10_rec,16,1.65,91.98,55837,1.704,9.39,
I185_q30_rec,16,3.8206,84.69,30209,0.9219,17.36,
I185_q60_rec,16,6.3173,80.32,19776,0.6035,26.51,
I186_q10_rec,16,1.6444,92.01,54896,1.6753,9.55,
I186_q30_rec,16,3.7849,84.77,29638,0.9045,17.69,
I186_q60_rec,16,6.2593,80.4,19498,0.595,26.89,
I187_q10_rec,16,1.6429,92.02,54732,1.6703,9.58,
I187_q30_rec,16,3.7864,84.76,29610,0.9036,17.71,
I187_q60_rec,16,6.2741,80.38,19353,0.5906,27.09,
I188_q10_rec,16,1.6377,92.04,54356,1.6588,9.65,
I188_q30_rec,16,3.7609,84.82,29365,0.8961,17.85,
I188_q60_rec,16,6.2354,80.43,19405,0.5922,27.02,
I189_q10_rec,16,1.6277,92.1,53941,1.6461,9.72,
I189_q30_rec,16,3.7526,84.84,29066,0.887,18.04,
I189_q60_rec,16,6.1919,80.49,19091,0.5826,27.46,
I18_q10_rec,16,922.5058,37.03,91152,2.7817,5.75,
I18_q30_rec,16,922.5154,37.03,52179,1.5924,10.05,
I18_q60_rec,16,922.5354,37.03,37112,1.1326,14.13,
I190_q10_rec,16,1.613,92.18,53348,1.6281,9.83,
I190_q30_rec,16,3.7205,84.92,28863,0.8808,18.16,
I190_q60_rec,16,6.1612,80.54,18954,0.5784,27.66,
I191_q10_rec,16,1.6034,92.23,52499,1.6021,9.99,
I191_q30_rec,16,3.6748,85.02,28227,0.8614,18.57,
I191_q60_rec,16,6.1256,80.59,18615,0.5681,28.16,
I192_q10_rec,16,1.5969,92.26,51528,1.5725,10.17,
